doctor_id	profession_direction	profile	doctor_title	education_title	hospital	consultation_amount	cure_satisfaction	attitude_satisfaction	message
194629	儿科	主任医师；教授；省级知名专家；河南省儿童神经疾病诊疗中心副主任；硕士研究生及留学生导师；医学博士中国共产党优秀党员，郑州大学优秀教师，郑州大学“三育人”先进个人。研究方向：小儿神经系统疾病。从事儿科临床工作25年，能熟练、规范、准确诊断与治疗小儿常见病、多发病，对儿科危重急症、疑难病有较强的解决能力；尤其擅长小儿神经疾病如：癫痫、抽动症、多动症、注意力不集中、发育迟缓、免疫性脑炎、免疫性癫痫、遗传代谢病、脑瘫、发育迟缓、自闭症、病毒性脑炎、化脓性脑膜炎、结核性脑膜炎、真菌性脑膜炎等、周围神经疾病、格林巴利综合征、重症肌无力、脊髓炎、脑动脉炎、中毒性脑病、多发性硬化、急性播散性脑脊髓炎、视神经脊髓炎、偏头痛、进行性肌营养不良等及儿科疑难危重疾病。	主任医师	教授	郑州大学第一附属医院	150	0.97	0.97	开通在线执医，有需求的朋友可在线申请就诊或开通处方享受工作,享受生活,关注健康生活,演绎幸福人生!!http://fcc.zzu.edu.cn/郑州大学第一附属医院，原河南医科大学第一附属医院，是河南规模最大，技术力量最雄厚的三级甲等医院，国家百佳医院，是集教学，科研，医疗为一体的大型综合医院，目前开放床位近9000余张，其中小儿内科近500张，包括小儿血液，小儿神经，心血管，呼吸，肾病，新生儿，儿童重症等各专业病区，欢迎各地患者前来就诊！对所有咨询（请尽可能提供患病情况及所做检测结果）定会及时答复
1039544337	儿科	多年以来一直致力于血管肿瘤和复杂脉管畸形的治疗，不断努力以期治愈复杂脉管畸形，并组建了多学科诊疗小组。治疗上除了普通血管瘤的常规治疗外，主要致力于FAVA（法瓦病）、KT综合征、大面积静脉畸形和淋巴管瘤的微创治疗，包括硬化剂注射治疗、射频消融/无水乙醇介入治疗、常规切除和微创手术切除治疗。根据病变具体分类，形成了弹力加压、局部注射、超声引导注射、手术切除与重建、边缘静脉射频消融/无水乙醇介入、微创手术与血管介入、微囊性淋巴管瘤的微创手术/杂交技术等一整套严密而完善的技术体系。尤其是开发了微囊性淋巴管瘤和KT综合征伴盆腔血管畸形，伴尿血、阴道出血或便血的新治疗方法。	主治医师		西安国际医学中心医院	8	1.0	1.0	血管瘤与脉管畸形诊治中心在血管瘤与脉管畸形领域，随着微创技术的发展，治疗技术不断完善，愈加微创化，与国际诊疗规范接轨，已建立了一整套严密而科学的微创诊疗体系。
284202	儿科	任献国，男，中医学博士，西医博士后。南京医科大学附属逸夫医院儿科主任，中国中西医结合学会儿科委员会委员，江苏省中西医结合学会儿科委员会委员，江苏省医院管理学会儿童医院管理委员会委员。原南京军区总医院儿科工作近二十年，南京中医药大学博士，原南京军区总医院肾病研究所博士后，师从刘志红院士，在导师指导下完成两年成人肾科临床工作；一年半实验室工作，从事肾小球疾病自儿童迁延不愈至成人的相关研究。提出儿童系统化诊疗：精炼用药，以保护肾小管；合理饮食，避免长期肥胖增加肾小球损伤风险；科学锻炼，提高患儿抵抗力；心理疏导，提供患儿正常生活。致力于儿童肾病个体化治疗，消除辅助用药，避免过度医疗，取消不必要检查，为儿童肾病提供纯粹的诊疗。一，擅长小儿肾病，尤其肾病综合征，难治性肾病，紫癜性肾炎，狼疮性肾炎，IgA肾病，Alport综合征，孤立性血尿，HUS，各种血管炎及其他原发性，继发性，遗传性肾病等。二，擅长西医诊治方法结合中医理念诊疗。南京中医药大学博士期间，从事紫癜性肾炎中医辩证和病理的相关研究。博士后期间进行儿童肾病迁延至成人的研究，对肾小球疾病的长期预后的判断积累经验。三，提倡1.精炼用药，对强的松和其他免疫抑制剂，如他克莫司，环孢霉素，霉酚酸酯，来氟米特，咪唑立宾，环磷酰胺，利妥昔单抗等二线药物的应用有深入研究；2.合理饮食，针对不同体质的患儿进行饮食指导，保持患儿营养均衡，标准体重。3.科学锻炼，指导患儿适当运动，提高抵抗力。4.心理疏导，针对患儿长期服药，心理压抑的特点，主张正常生活，适当心理疏导。致力于肾病儿童的中西医结合的个体化精准医疗和居家护理的研究。四，在肾病研究所刘志红院士指导下进行博士后工作三年半，进行肾小球疾病分子生物学，病理学，代谢组学，蛋白质组学，基因组学实验室研究，并分析六千多例肾组织病理，期望对于无法或不愿做肾活检的患儿，可以根据临床表的现和相关实验室检查，对肾脏病理进行大致评估并提出相应治疗方案。五，对于肾功能不全患儿，指导居家护理，选择肾替代(腹透，血透，肾移植)治疗方法。	主任医师		南京医科大学附属逸夫医院, 南京医科大学附属逸夫医院	80	1.0	1.0	"欢迎您！任献国，山东临沂人，从事儿童肾病工作20年，提出儿童肾病系统化诊疗，即精简用药，合理饮食，适当运动，心理疏导的个体化诊疗。《黄帝内经素问·卷第八·宝命全形论篇第二十五》：“故针有悬布天下者五，黔首共余食，莫知之也。一曰治神，二曰知养身，三曰知毒药为真，四曰制砭石大小，五曰知脏腑血气之诊。五法俱立，各有所先。”此处之“针”作“箴”，指箴铭；即治病养生的具体程序与要求：不仅要“制砭石大小，知脏腑血气之诊”，还需“治神、知养身，知毒药为真”。提倡“精简用药、合理饮食、适当锻炼、心理疏导和家庭护理”的系统化诊疗思路和该“五法”相吻合。尤其精简用药，由于肾病是慢性病，过多辅助用药不仅增加家长经济负担，主要加重孩子肾小球负荷，增加肾功能不全风险！清代徐大椿：“故虽甘草人参，误服至害，皆毒药之类也”！又指出“医者误治，杀人可恕，而逞己之意，日日害人破家，其恶甚于盗贼，可不慎哉!""，看见名医徐大椿对滥用辅助药物的不良医生有切肤之痛！现就职于南京医科大学附属逸夫医院（南京医科大学直属第三附属医院），组建了自己的肾病医疗团队，其中博士后两名，博士两名，硕士七名，主任医师三名，副主任医师五名，全科医生21名，床位45张，可扩展至五十张。在原南京军区南京总医院儿科工作十余年，原南京军区南京总医院肾病研究所博士后工作四年,在刘志红院士指导下研究儿童肾活检标本7000余例，提出儿童肾病病理评估方法。肾活检是一种有创伤的诊断性手术，儿童肾病国外对于肾活检穿刺术非常慎重，学龄前儿童肾病综合征和血尿患儿国外一般不主张做活检。部分难治性肾病，即使做了活检，鉴于肾病治疗药物有限，仍然不能改变孩子治疗方案。儿童肾小球疾病，不像成人肾病，存在高血压肾病，糖尿病肾病，肥胖相关性肾病，淀粉样变性等继发性肾小球疾病，这些需要活检来鉴别诊断，而且肾活检手术对成人损伤性相对小，安全性比儿童高，尤其比需要全麻婴幼儿高。儿童肾病病种单一，治疗药物有限，不应该和成人肾病一样广泛进行活检。人体二百万左右的肾小球，我们做活检只能取几十个小球进行抽样检查，硬化、新月体、纤维化等由于取样问题，会和临床表现不一致。并且儿童肾活检病理，随着病情进展，病理会出现改变。作为儿童肾病医生，我们应该有根据临床表现随时进行病理评估的医学水平。当你完成儿童活检手术一千多例，研究儿童肾病病理和临床关系七千余例时，评估一个肾病孩子的病理真的不难！试想，从事几十年工作的肾病医生，如果不能从几千例活检病理中总结出病理评估经验，而要求每个肾病孩子都做活检才能治疗，那是多么可怕的事情！该做的活检必须做，如狼疮性肾炎，部分难治性肾病，部分遗传性肾病，绝不是每一个肾病孩子都需要肾活检！肾活检是手术，不是查血常规尿常规！下面是对于肾活检病理的评估经验总结，做过活检或将要活检的家长可以逐一对照，当然这只是总体评估，具体的个体化评估需要面诊或把孩子详细资料发网上诊室咨询！肾病综合征患儿，尤其学龄前儿童国外不主张做肾活检，因为这部分孩子90%是微小病变，尽早足量激素治疗，肾病综合征病理分微小病变、系膜增生性肾炎、膜性肾病、膜增生性肾炎、局灶节段硬化。肾活检报告儿童大多是微小病变型，极少数病例会报足细胞病，甚至FSGS，但是发病率非常低。至于系膜增生合并Igm沉积的可能是FSGS的特殊类型。其实足细胞病包括微小病变，膜性肾病，FSGS。膜增病变几乎看不到。孩子血尿合并蛋白尿，如果肾活检，病理一般:光镜所见，1.系膜细胞增生，系膜区增宽，程度以轻中度多见。2.大量尿蛋白者可见新月体，多在20%以下。3.肉眼血尿者多见内皮细胞增生。4.肾小管一般轻度损伤，刷状缘脱落。5.电镜观察基底膜厚薄。免疫荧光见，IgA沉积，IgG可能沉积，反复复发者IgM可见沉积，血补体低的，可见补体C3，激素不敏感可见C1q沉积。电镜所见，系膜区免疫复合物沉积。电镜观察基底膜厚薄，排除薄基底膜病和Alport综合征。极少患儿病理表现为FSGS，多见长期尿蛋白者。紫癜性肾炎不要做活检，如果肾活检，病理一般:光镜所见，1.系膜细胞增生，系膜区增宽，程度以轻中度多见。2.大量尿蛋白者可见新月体，多在20%以下。3.肉眼血尿者多见内皮细胞增生。4.肾小管一般轻度损伤，刷状缘脱落。免疫荧光见，IgA沉积，IgG可能沉积，反复复发者IgM可见沉积，血补体低的，可见补体C3，激素不敏感可见C1q沉积。电镜所见，系膜区免疫复合物沉积。血尿合并蛋白尿和紫癜性肾炎病理改变差别不大，至于新月体是否存在，依据活检只能管中窥豹。孤立性血尿和蛋白尿和血尿合并蛋白尿评估差别不大，注意排除遗传即可。做不做活检，要看对孩子有没有治疗方案的改变，不能改变治疗方案，做活检意义不大。同样，基因检测也是！儿童肾病用药，泼尼松，他克莫司，环孢霉素，环磷酰胺，美罗华，吗替麦考酚等，其中环磷酰胺国外很多研究不主张用，环孢霉素牙龈增生等副作用和复发率比同类药物他克莫司高，美罗华一般用于强的松联合二线药副作用大，治疗效果不好的患儿。当然，肾组织病理明确，可以明确诊断，指导治疗，判断预后。尤其对于精准治疗，可以提供病理依据。如果我对于极少数患儿病理评估的准确度不能严格把握，我也会建议做活检。前提是我做了评估，但是临床和实验室检查存在不一致时，建议活检明确病理，而不是常规做活检，甚至不做活检不能治疗。其实临床上，尤其血尿合并蛋白尿和紫癜性肾炎，实验报道新月体的形成只是一周左右的时间，活检前准备，活检后等结果出来再用药，已经一周过去了，遗失战机！鬼子来了，先开枪打，同时评估其战斗力和可能来自于那些兵团，不能静观其祸害百姓，坐等侦察兵探明鬼子姓名、籍贯、部队等情况再开枪还击。仁者见仁，智者见智，不做活检，直接病理评估同时精简用药治疗，和做了活检，等结果出来再治疗，实践可以证明一切！作为南京中医药大学儿科学博士，对于中西医结合治疗肾病非常推崇，但是中医治疗要单人单方，辩证施治，不主张一种中药制剂，用于所有肾病孩子，甚至不看舌苔，不进行中医辩证就开中药制剂。原南京军区南京总医院肾病研究所博士后期间在刘志红院士指导下完成三年半博士后工作，期间通过实验室研究，对肾小球疾病从分子病理学，蛋白质组学，代谢组学到基因组学均打下理论基础。总结童年得肾小球疾病，迁延至成人甚至老人的近百例患者，循证了肾脏疾病从儿童到中老年的发生发展过程，对判断各类儿童肾小球疾病的预后提供了临床基础。父兄从医，名家为师；致力儿医，中西略知。军营从伍，初心未欺；医者修心，投桃感知。感谢病友信任，如有咨询，必当知无不言言无不尽，岂知信任最难得。"
4750894600	儿科	在本地区三级甲等医院儿科工作15年余，并于浙江大学附属儿童医院进修新生儿专业，擅长各种儿科以及新生儿常见病的诊断、治疗！	副主任医师		湖州市中心医院, 湖州市中心医院	30	1.0	1.0	有时是治愈，常常是帮助，总是去安慰！
4861414172	儿科	湖南省人民医院儿童过敏反应专业负责人，儿童呼吸科副主任医师，对儿科常见疾病具有丰富的临床诊治经验，擅长儿童过敏及呼吸系统疾病诊治。	副主任医师		湖南省人民医院	90	0.97	0.97	祝小朋友们健康
1000932566	儿科	吴珺，女，2003年毕业于北京大学医学部，获临床医学本科学位。2008年毕业于北京大学医学部，获临床医学博士学位，同年于北京大学人民医院儿科任主治医师，2013年任儿科副主任医师，2019年任儿科主任医师，2020年8月作为引进人才调入北京大学首钢医院儿科工作。一直从事儿科临床医疗、科研、教学工作，在儿童血液系统疾病及儿童恶性肿瘤诊治方面有较丰富的临床经验，特别是在儿童白血病的诊治方面成绩突出。目前主要从事小儿血液病的诊治工作，专业特长：儿童血液肿瘤，贫血性疾病、出血性疾病。研究方向：儿童血液病的临床及基础研究。	主任医师	副教授	北京大学首钢医院	60	1.0	1.0	forourchildren,fortheirfuture但愿世上无疾苦，宁可架上药生尘。作为一名儿科医生，我最大的心愿是看到所有的孩子健康快乐地成长。
85653	儿科	陈兆鸿，男，儿内科主任医师，1977年广州医学院医学专业毕业。专业专长：从事儿内科临床工作30多年，对儿内科常见疾病的诊治有丰富的临床经验。专长于小儿心血管疾病，儿童反复呼吸道感染和婴儿腹泻、呕吐、哭闹的治疗。经过多年的工作实践和探索，对儿童呼吸道感染发生的原因有较深入的了解，总结出一系列预防儿童呼吸道感染的适用方法和防治反复呼吸道感染的有效措施，在诊治过程中特别注重儿童健康和防病知识的宣教工作，指导患儿家长正确掌握照顾儿童日常生活的常识和方法，对防病治病起到显著的作用。	主任医师		广州市妇女儿童医疗中心	60	0.97	0.97	身为一名儿科医生，我非常愿意为广大有需要的家长提供儿童健康咨询服务，为守护儿童的健康作出贡献，希望我的医学知识能更好的帮助到你。
177678	儿科	常红，女，医学博士，主任医师，博士生导师，现任青岛大学附属医院心肾免疫儿科主任。2015年青岛优秀青年医学专家。	主任医师	教授	青岛大学附属医院	54	1.0	1.0	
172306	儿科	吕勇，男，副主任医师，硕士。1992年蚌埠医学院本科毕业，2003年复旦大学硕士研究生毕业。具有扎实的儿科学基础理论和丰富的临床经验，熟练掌握儿科常见病、多发病诊治。擅长小儿和新生儿呼吸系统和危重症诊断和治疗。	副主任医师		中国科学技术大学附属第一医院	20	1.0	1.0	
294952	儿科	余慕雪，女，主任医师，教授，医学博士。主要基础研究方向为早产儿、低出生体重儿营养干预和远期影响。2010年获第一届全国高等医学院校临床技能大赛竞赛优秀教官。	主任医师	教授	中山大学附属第一医院	90	1.0	1.0	呵护生命，护佑花朵各位患友好，我是余医生，欢迎来到我的网上诊室，您可以在这路与我咨询预约，诊后随访，本人比较擅长新生儿，危重症患儿营养，发育不良的诊治，儿童保健等，希望能帮到您和孩子。
53983	儿科	孙绪丁，男，儿科博士，北京京都儿童医院副院长，主任医师、教授、硕士生导师。毕业于华中科技大学同济医学院，从事儿科临床38年，积累了非常丰富的临床经验，熟练掌握儿科常见病及疑难杂症的诊治，擅长中西医结合治疗小儿慢性咳嗽，哮喘，小儿鼾症（打呼噜），过敏性咳嗽（咳嗽变异性哮喘），鼻炎、鼻窦炎，反复呼吸道感染，免疫功能低下及抽动症（抽动障碍）。采取中西医结合方法对顽固性咳嗽、慢性鼻炎，哮喘能够避免西药的副作用，提高治愈率。对腺样体肥大（鼾症）、鼻窦炎采取中西医结合方法能够治愈绝大多数患儿，避免手术风险，副作用少，效果好。采取中西医结合的方法治愈了许多久治不愈、反复发作的小儿哮喘、慢性咳嗽的患儿，在全国享有较高的知名度。连续多年在好大夫在线满意度100%，疗效100%，深受家长欢迎。	主任医师	教授	北京京都儿童医院	100	1.0	1.0	前言尊敬的家长您好！欢迎您加入好大夫在线。我从事儿科临床近40年，擅长中西医结合治疗儿科疑难杂症，如小儿鼻炎、鼻窦炎、哮喘、慢性咳嗽、反复发作扁桃体炎、扁桃体肥大、腺样体肥大（打呼噜），及小儿抽动症（抽动障碍）。中西医结合能够减轻西药的副作用，提高疑难杂症治愈率。我的理念是:减少输液率，尽可能使用口服药；多使用中药，减少西药副作用。有些儿童疾病特别是疑难杂症，症状复杂，病情变化快，孩子不会表达，在疾病治疗过程中，有时症状会反复或加重，您的信任是战胜疾病的关键，让我们共同携起手来，保障儿童生命健康，为孩子的成长保驾护航！近期因疫情以及外地家长来医院就诊不方便，可以通过电话预约问诊、视频咨询以及图文咨询等方式进行咨询，我会根据咨询情况，根据孩子体质进行中西医综合方式调理。网上电话、视频咨询，特别适合慢性疾病孩子，同时也节省了家长时间，使孩子得到专业、高效的治疗。
34675	儿科	主任医师、教授，曾任安徽医科大学第一附属医院儿科主任，硕士生导师，1993年曾赴日本国立儿童医院专门研修小儿呼吸系统疾病。主要研究方向：儿童呼吸道感染及支气管哮喘。擅长小儿慢性咳嗽，支气管哮喘，支气管炎，肺炎及小儿呼吸系统疑难杂症的诊治。	主任医师	教授	安徽医科大学第一附属医院	60	1.0	1.0	但愿世间人无病，何愁医院药生尘！祝愿普天下的人：平安健康、幸福快乐！
573749005	儿科	西安交通大学第二附属医院主任医师，医学博士，硕士研究生导师。	主任医师	教授	西安交通大学第二附属医院	30	0.95	0.95	健康有情，真情往而真情返；服务尽心，爱心去而爱心来！
6964362008	儿科	宋华，女，中共党员，儿科医学硕士，主任医师，黑龙江省医院儿科副主任。擅长小儿呼吸系统、消化系统、神经系统及新生儿等常见疾病及疑难病的诊治。兼任:黑龙江省康复医学会儿科疾病专业委员会副主任委员黑龙江省医学会儿科分会风湿免疫病及罕见病组副组长黑龙江省医学会儿科呼吸专业委员会常务委员黑龙江省医师协会儿科MDT分会副会长东三省微生态协作组委员黑龙江省妇幼保健协会理事黑龙江省医师协会发育行为儿科专业委员会常务委员黑龙江省医师协会全科专业委员会委员黑龙江省医师协会儿童保健专业委员会委员黑龙江省新生儿专科联盟成员黑龙江省遗传代谢病专科联盟成员哈尔滨医学会医疗事故技术鉴定专家库成员黑龙江省高级职称评审委员会专家黑龙江省妇幼保健机构等级评审专家。	主任医师		黑龙江省医院	30	1.0	1.0	护佑生命平安，义不容辞愿同一蓝天下的所有宝贝都能健康快乐成长！幸福平安！
39448	儿科	"徐灵敏，女，医学博士、硕士研究生导师，儿科主任医师，上海市青浦区专业技术拔尖人才、卫生系统优秀学科带头人、名医，中国科协科普部科学辟谣平台专家。从事儿内科临床、教学及科研工作30多年，熟悉儿科临床常见病及疑难杂症的临床诊治，研究方向为儿童感染和免疫性疾病、儿童全科诊疗医学。荣获了好大夫在线品牌医生，《医学界》首位讲者、优秀讲者和专栏作者。任职经历：	1988年7月～1994年9月郑州市妇幼保健院儿科住院医师1994年9月～1997年7月郑州大学一附院儿科研究生、住院医师1997年7月～2011年11月郑州大学三附院儿科主治医师、副主任医师、副教授、主任医师2011年11月～复旦大学附属中山医院青浦分院儿科主任医师科主任2013年9月～复旦大学附属儿科医院儿内科主任医师（第2执业点）学术兼职1上海青浦区第四届学专业技术拔尖人才（学术带头人）2上海青浦区卫生系统第三轮学科带头人3上海青浦区卫生系统第四轮名医4青浦区科学技术协会第四次代表追求目标：一切从病人利益出发，多读书，多学习，力求用最先进的医学知识，最简单的办法解除患儿及家长的痛苦，促进儿童健康发展。"	主任医师	副教授	复旦大学附属中山医院青浦分院, 复旦大学附属儿科医院	90	1.0	1.0	保障儿童健康，提高生命质量学习儿科知识是家长呵护和促进儿童发展的武器,是我撰写科普书《儿科常见病解惑》和《儿科急诊急症解惑》的初心，淘宝、当当等购书网均有销售，可选择最便宜的买来阅读，得到更多育儿知识和技能，也培养了孩子看书学习的好习惯！流年如梭，匆忙中一年年走过春夏秋冬！人生四季中，儿科医生日夜守护着孩子们在跌宕起伏的生命挫折中盎然生长，岁月蹉跎中不改初心！人们常说，儿科医生最懂孩子，撰写科普图书也是给孩子们的最好祝福吧。大多数孩子都是正常的，我们要做的是在与他交流中，用心用情用功在养育中观察，发现需要干预的问题，促进儿童早期发展和成长。
263273	儿科	蓝淑玲，女，副主任医师，擅长小儿呼吸系统疾病，包括慢性咳嗽、小儿哮喘的诊治。	副主任医师		南方医科大学南方医院	50	1.0	1.0	
55025	儿科	李玉芬，女，主任医师，硕士研究生导师，临沂市儿童癫痫中心主任。临沂市儿童神经专业带头人，临沂市卫生系统领军人才。从事儿科临床医疗工作30余年，曾先后于山东省立医院儿科、北京大学第一医院小儿神经科及儿科脑电图室进修学习，有幸师从于北大第一医院姜玉武教授、包新华教授，刘晓燕教授等，受益良多。2004年于临沂市率先开展儿童视频脑电监测，并获亚太地区脑电资格。在儿童神经系统疾病诊治方面积累了丰富的经验，是临沂市儿童神经专业带头人。所引领团队在儿童神经系统疾病方面尤其对儿童癫痫的诊治、脑电监测技术方面达到省内同行业领先水平，迈入国内同行业先进行列。主要擅长：各种类型的儿童癫痫、癫痫综合征，脑电图的判读，儿童抽动症，多动注意力缺陷，智力障碍，脑炎，头痛，睡眠障碍、神经肌肉病，遗传代谢性疾病、神经变性病等儿童神经系统疾病的诊断与治疗。	主任医师	教授	临沂市人民医院	80	1.0	1.0	
23609	儿科	成胜权，男，医学博士，副主任医师、教授，硕士研究生导师，曾任儿科主任。中华医学会儿科学分会内分泌遗传代谢学组委员，陕西省保健协会儿童成长发育专业委员会主任委员，中华医学会陕西医学会儿科分会常委，陕西省保健协会公共健康服务专业委员会副主任委员，陕西省中西医结合学会变态反应专业委员会副主任委员，中国医学救援协会儿童医学救援分会常委，陕西省医学会儿童保健学分会常委，西安医学会儿科学分会委员会副主任委员，西安医学会儿童保健学分会副主任委员，陕西省儿科疾病质量控制中心成员兼内分泌遗传学组组长，陕西省产前诊断会诊中心专家。中国当代儿科杂志、医学综述、发育医学杂志、中国儿童保健杂志等杂志编委。	副主任医师	教授	西京医院	30	1.0	1.0	细致入微，爱心至上我的细心、责任、努力和您的信任、理解、配合是我们一起战胜疾患的关键！
